timestamp_iso,timestamp_unix,source_addr,sequence,node_id,n_antennas,n_subcarriers,frequency_mhz,rssi_dbm,noise_floor_dbm,mean_amplitude,rms_amplitude,smoothed_amplitude,amplitude_count
2026-07-23T20:55:29.368+05:30,1784820329.368782,192.168.1.11:59574,158209,1,1,192,2432,-72,-97,14.582487,17.011791,13.136164,192
2026-07-23T20:55:29.397+05:30,1784820329.397795,192.168.1.11:59574,158210,1,1,192,2432,-72,-97,14.274246,16.753575,13.161885,192
2026-07-23T20:55:29.413+05:30,1784820329.413073,192.168.1.11:59574,158211,1,1,192,2432,-72,-97,13.928133,16.623277,13.185105,192
2026-07-23T20:55:29.442+05:30,1784820329.442008,192.168.1.11:59574,158212,1,1,192,2432,-73,-97,14.724261,17.385938,13.185558,192
2026-07-23T20:55:29.485+05:30,1784820329.485717,192.168.1.11:59574,158213,1,1,192,2432,-73,-97,14.282401,16.845963,13.190609,192
2026-07-23T20:55:29.528+05:30,1784820329.528837,192.168.1.11:59574,158214,1,1,192,2432,-73,-97,14.360287,17.373501,13.173442,192
2026-07-23T20:55:29.570+05:30,1784820329.570487,192.168.1.11:59574,158215,1,1,192,2432,-73,-96,14.227520,16.735690,13.182862,192
2026-07-23T20:55:29.608+05:30,1784820329.608984,192.168.1.11:59574,158216,1,1,192,2432,-71,-96,13.933727,16.533898,13.206327,192
2026-07-23T20:55:29.641+05:30,1784820329.641251,192.168.1.11:59574,158217,1,1,192,2432,-71,-96,13.634027,15.940972,13.219287,192
2026-07-23T20:55:29.664+05:30,1784820329.664984,192.168.1.11:59574,158218,1,1,192,2432,-71,-96,14.519795,16.982681,13.235363,192
2026-07-23T20:55:29.690+05:30,1784820329.690760,192.168.1.11:59574,158219,1,1,192,2432,-70,-96,14.569839,17.125000,13.505561,192
2026-07-23T20:55:29.721+05:30,1784820329.721186,192.168.1.11:59574,158220,1,1,192,2432,-72,-96,13.740286,16.389942,13.623429,192
2026-07-23T20:55:29.769+05:30,1784820329.769304,192.168.1.11:59574,158221,1,1,192,2432,-72,-96,14.386215,17.030151,13.617636,192
2026-07-23T20:55:29.782+05:30,1784820329.782162,192.168.1.11:59574,158222,1,1,192,2432,-70,-96,13.658866,16.122254,13.618437,192
2026-07-23T20:55:29.798+05:30,1784820329.798242,192.168.1.11:59574,158223,1,1,192,2432,-70,-96,14.526304,17.283482,13.645948,192
2026-07-23T20:55:29.846+05:30,1784820329.846484,192.168.1.11:59574,158224,1,1,192,2432,-69,-96,13.930242,16.353198,13.695445,192
2026-07-23T20:55:29.869+05:30,1784820329.869261,192.168.1.11:59574,158225,1,1,192,2432,-69,-96,14.297863,16.745491,13.713700,192
2026-07-23T20:55:29.911+05:30,1784820329.911732,192.168.1.11:59574,158226,1,1,192,2432,-69,-96,13.956034,16.602428,14.100128,192
2026-07-23T20:55:29.947+05:30,1784820329.947420,192.168.1.11:59574,158227,1,1,192,2432,-69,-96,13.605697,15.952240,14.084677,192
2026-07-23T20:55:29.963+05:30,1784820329.963094,192.168.1.11:59574,158228,1,1,192,2432,-71,-97,13.865795,16.318924,14.228155,192
2026-07-23T20:55:29.992+05:30,1784820329.992537,192.168.1.11:59574,158229,1,1,192,2432,-71,-97,13.984146,16.627506,14.220761,192
2026-07-23T20:55:30.024+05:30,1784820330.024110,192.168.1.11:59574,158230,1,1,192,2432,-72,-97,13.844711,16.400902,14.208948,192
2026-07-23T20:55:30.067+05:30,1784820330.067529,192.168.1.11:59574,158231,1,1,192,2432,-73,-97,14.124197,16.544133,14.172419,192
2026-07-23T20:55:30.088+05:30,1784820330.088869,192.168.1.11:59574,158232,1,1,192,2432,-72,-97,13.784624,16.136301,14.147675,192
2026-07-23T20:55:30.099+05:30,1784820330.099004,192.168.1.11:59574,158233,1,1,192,2432,-72,-97,13.988532,16.528542,14.142853,192
2026-07-23T20:55:30.115+05:30,1784820330.115014,192.168.1.11:59574,158234,1,1,192,2432,-73,-97,13.861442,16.549956,14.134576,192
2026-07-23T20:55:30.150+05:30,1784820330.150907,192.168.1.11:59574,158235,1,1,192,2432,-73,-97,14.441585,17.014087,14.130473,192
2026-07-23T20:55:30.178+05:30,1784820330.178854,192.168.1.11:59574,158236,1,1,192,2432,-74,-97,13.680377,16.152109,14.126285,192
2026-07-23T20:55:30.228+05:30,1784820330.228435,192.168.1.11:59574,158237,1,1,192,2432,-73,-97,14.281830,16.731644,14.137408,192
2026-07-23T20:55:30.268+05:30,1784820330.268130,192.168.1.11:59574,158238,1,1,192,2432,-72,-96,13.981520,16.570399,14.135749,192
2026-07-23T20:55:30.289+05:30,1784820330.289864,192.168.1.11:59574,158239,1,1,192,2432,-72,-96,13.329383,15.734450,14.098534,192
2026-07-23T20:55:30.321+05:30,1784820330.321984,192.168.1.11:59574,158240,1,1,192,2432,-72,-96,13.342002,15.723854,14.056545,192
2026-07-23T20:55:30.338+05:30,1784820330.338134,192.168.1.11:59574,158241,1,1,192,2432,-71,-96,13.657756,16.019032,14.044816,192
2026-07-23T20:55:30.388+05:30,1784820330.388118,192.168.1.11:59574,158242,1,1,192,2432,-71,-96,13.914238,16.367842,14.019330,192
2026-07-23T20:55:30.427+05:30,1784820330.427896,192.168.1.11:59574,158243,1,1,192,2432,-71,-96,13.519171,16.038853,13.998584,192
2026-07-23T20:55:30.467+05:30,1784820330.467381,192.168.1.11:59574,158244,1,1,192,2432,-72,-96,14.102530,16.722459,13.979154,192
2026-07-23T20:55:30.488+05:30,1784820330.488814,192.168.1.11:59574,158245,1,1,192,2432,-72,-96,13.583086,16.191883,13.957301,192
2026-07-23T20:55:30.526+05:30,1784820330.526158,192.168.1.11:59574,158246,1,1,192,2432,-72,-96,13.439350,16.026833,13.941605,192
2026-07-23T20:55:30.548+05:30,1784820330.548620,192.168.1.11:59574,158247,1,1,192,2432,-72,-96,13.149387,15.642823,13.904911,192
2026-07-23T20:55:30.580+05:30,1784820330.580967,192.168.1.11:59574,158248,1,1,192,2432,-71,-96,13.685260,16.287297,13.888479,192
2026-07-23T20:55:30.627+05:30,1784820330.627163,192.168.1.11:59574,158249,1,1,192,2432,-72,-96,12.590601,15.093631,13.847779,192
2026-07-23T20:55:30.660+05:30,1784820330.660662,192.168.1.11:59574,158250,1,1,192,2432,-73,-96,13.085814,15.646319,13.831166,192
2026-07-23T20:55:30.708+05:30,1784820330.708701,192.168.1.11:59574,158251,1,1,192,2432,-73,-96,13.364290,15.977034,13.771973,192
2026-07-23T20:55:30.728+05:30,1784820330.728627,192.168.1.11:59574,158252,1,1,192,2432,-73,-96,13.120201,15.712256,13.752595,192
2026-07-23T20:55:30.767+05:30,1784820330.767137,192.168.1.11:59574,158253,1,1,192,2432,-73,-96,12.662902,15.135327,13.719574,192
2026-07-23T20:55:30.787+05:30,1784820330.787254,192.168.1.11:59574,158254,1,1,192,2432,-74,-96,12.943663,15.700982,13.676392,192
2026-07-23T20:55:30.832+05:30,1784820330.832173,192.168.1.11:59574,158255,1,1,192,2432,-74,-96,12.627878,15.233256,13.617066,192
2026-07-23T20:55:30.869+05:30,1784820330.869871,192.168.1.11:59574,158256,1,1,192,2432,-75,-96,12.346001,15.074295,13.544000,192
2026-07-23T20:55:30.909+05:30,1784820330.909137,192.168.1.11:59574,158257,1,1,192,2432,-75,-96,13.239753,15.903026,13.534492,192
2026-07-23T20:55:30.925+05:30,1784820330.925117,192.168.1.11:59574,158258,1,1,192,2432,-75,-96,13.875455,16.594270,13.531974,192
2026-07-23T20:55:30.973+05:30,1784820330.973343,192.168.1.11:59574,158259,1,1,192,2432,-77,-96,13.484242,16.164197,13.517288,192
2026-07-23T20:55:30.989+05:30,1784820330.989379,192.168.1.11:59574,158260,1,1,192,2432,-75,-96,13.290909,16.057189,13.510214,192
2026-07-23T20:55:31.021+05:30,1784820331.021396,192.168.1.11:59574,158261,1,1,192,2432,-74,-96,13.555533,16.100919,13.496820,192
2026-07-23T20:55:31.051+05:30,1784820331.051629,192.168.1.11:59574,158262,1,1,192,2432,-74,-96,13.124551,15.667276,13.474315,192
2026-07-23T20:55:31.090+05:30,1784820331.090469,192.168.1.11:59574,158263,1,1,192,2432,-71,-96,13.353919,15.725013,13.439457,192
2026-07-23T20:55:31.127+05:30,1784820331.127600,192.168.1.11:59574,158264,1,1,192,2432,-73,-96,13.790464,16.262175,13.418789,192
2026-07-23T20:55:31.145+05:30,1784820331.145314,192.168.1.11:59574,158265,1,1,192,2432,-73,-96,22.411526,27.832273,13.708877,192
2026-07-23T20:55:31.185+05:30,1784820331.185715,192.168.1.11:59574,158266,1,1,192,2432,-71,-96,13.571443,16.063837,13.680822,192
2026-07-23T20:55:31.200+05:30,1784820331.200357,192.168.1.11:59574,158267,1,1,192,2432,-72,-96,13.134551,15.429612,13.663200,192
2026-07-23T20:55:31.214+05:30,1784820331.214375,192.168.1.11:59574,158268,1,1,192,2432,-72,-96,13.571160,15.933292,13.660324,192
2026-07-23T20:55:31.246+05:30,1784820331.246149,192.168.1.11:59574,158269,1,1,192,2432,-74,-96,13.872770,16.135978,13.647541,192
2026-07-23T20:55:31.262+05:30,1784820331.262222,192.168.1.11:59574,158270,1,1,192,2432,-75,-96,14.223985,16.788823,13.665009,192
2026-07-23T20:55:31.293+05:30,1784820331.293921,192.168.1.11:59574,158271,1,1,192,2432,-74,-96,14.308082,16.799368,13.685702,192
2026-07-23T20:55:31.326+05:30,1784820331.326078,192.168.1.11:59574,158272,1,1,64,2432,-71,-96,9.622872,11.813657,13.569480,64
2026-07-23T20:55:31.367+05:30,1784820331.367079,192.168.1.11:59574,158273,1,1,192,2432,-71,-96,14.190544,16.910303,13.586129,192
2026-07-23T20:55:31.390+05:30,1784820331.390393,192.168.1.11:59574,158274,1,1,192,2432,-72,-96,13.423529,15.727994,13.570795,192
